Initializing I2C devices...									
Testing device connections...									
ax	ay	az			0		INC_ax	INC_ay	INC_az
132	67	2173	28	-			-12	0	-7
120	67	2166	28	-			-14	22	-7
106	89	2159	28	-			-20	17	-8
86	106	2151	28	-			-10	-6	-60
76	100	2091	28	-			-26	6	1
50	106	2092	28	-			-17	17	-15
33	123	2077	28	-			-14	3	-22
19	126	2055	28	-			-37	7	-11
-18	133	2044	28	-			-17	10	-8
-35	143	2036	28	-			-189	-36	5
-224	107	2041	28	-			-13064	7090	87
-13288	7197	2128	29	X+			15968	-5511	-1821
2680	1686	307	29	-			98	-1493	1041
2778	193	1348	29	-			-1303	273	614
1475	466	1962	29	-			-1234	147	345
241	613	2307	29	-			-833	109	354
-592	722	2661	29	-			-132	-9	-116
-724	713	2545	29	-			96	-99	-141
-628	614	2404	29	-			194	-303	-71
-434	311	2333	29	-			185	-117	-19
-249	194	2314	29	-			394	-278	-5
145	-84	2309	29	-			245	-89	-1
390	-173	2308	29	-			15	-48	41
405	-221	2349	29	-			-27	-37	65
378	-258	2414	29	-			31	7	40
409	-251	2454	29	-			-20	104	72
389	-147	2526	29	-			17	42	-4
406	-105	2522	29	-			39	-28	-21
445	-133	2501	29	-			-58	-2	-45
387	-135	2456	29	-			6	-67	-115
393	-202	2341	29	-			-66	-12	-126
327	-214	2215	29	-			21	-29	-98
348	-243	2117	29	-			-141	-2	-82
207	-245	2035	29	-			-246	243	29
-39	-2	2064	29	-			-200	87	26
-239	85	2090	29	-			-215	62	60
-454	147	2150	29	-			-31	61	-71
-485	208	2079	29	-			97	32	-76
-388	240	2003	29	-			175	-69	-97
-213	171	1906	29	-			109	-30	-30
-104	141	1876	29	-			85	-90	-98
-19	51	1778	29	-			51	-94	-19
32	-43	1759	29	-			-6	-31	8
26	-74	1767	29	-			-7	-57	-25
19	-131	1742	29	-			3	-84	41
22	-215	1783	29	-			-24	-62	-14
-2	-277	1769	29	-			5	-1	-33
3	-278	1736	29	-			26	0	-2
29	-278	1734	29	-			-3	-3	11
26	-281	1745	29	-			8	27	-14
34	-254	1731	29	-			31	4	-9
65	-250	1722	29	-			-56	4	31
9	-246	1753	29	-			-24	56	10
-15	-190	1763	29	-			22	36	26
7	-154	1789	29	-			-4	54	27
3	-100	1816	29	-			52	76	54
55	-24	1870	29	-			5	7	-4
60	-17	1866	29	-			71	3	58
131	-14	1924	29	-			-9	23	43
122	9	1967	29	-			13	4	-1
135	13	1966	29	-			44	-15	70
179	-2	2036	29	-			-18	-4	30
161	-6	2066	29	-			23	-2	12
184	-8	2078	29	-			-14	-5	30
170	-13	2108	29	-			-20	-19	26
150	-32	2134	29	-			-41	15	33
109	-17	2167	29	-			43	-18	-11
152	-35	2156	29	-			-26	25	47
126	-10	2203	29	-			-16	11	18
110	1	2221	29	-			11	0	-26
121	1	2195	29	-			-13	31	3
108	32	2198	29	-			0	13	-5
108	45	2193	29	-			-28	-7	-27
80	38	2166	29	-			10	10	-26
90	48	2140	29	-			-26	15	-9
64	63	2131	29	-			-29	-9	-21
35	54	2110	29	-			16	19	-18
51	73	2092	29	-			-48	24	3
3	97	2095	29	-			-7	-2	-32
-4	95	2063	29	-			-14	12	-14
-18	107	2049	29	-			-21	7	-12
-39	114	2037	29	-			-566	-72	58
-605	42	2095	29	-			-9039	6920	-1240
-9644	6962	855	30	X+			12270	-5252	-1028
2626	1710	-173	30	-			-191	-1655	1556
2435	55	1383	30	-			-1478	379	677
957	434	2060	30	-			-1154	185	281
-197	619	2341	30	-			-607	127	262
-804	746	2603	30	-			-117	127	-145
-921	873	2458	30	-			201	-209	-137
-720	664	2321	30	-			126	-116	-58
-594	548	2263	30	-			270	-258	-38
-324	290	2225	30	-			396	-320	53
72	-30	2278	30	-			211	-61	99
283	-91	2377	30	-			42	-71	31
325	-162	2408	30	-			16	-3	100
341	-165	2508	30	-			43	39	71
384	-126	2579	30	-			11	64	57
395	-62	2636	30	-			29	8	29
424	-54	2665	30	-			61	36	-23
485	-18	2642	30	-			-14	-76	-7
471	-94	2635	30	-			28	-51	-36
499	-145	2599	30	-			-30	-58	-92
469	-203	2507	30	-			11	-29	-112
480	-232	2395	30	-			-114	2	-110
366	-230	2285	30	-			-181	99	-85
185	-131	2200	30	-			-113	311	102
72	180	2302	30	-			-321	127	76
-249	307	2378	30	-			-204	81	-10
-453	388	2368	30	-			-51	22	-79
-504	410	2289	30	-			40	-16	-47
-464	394	2242	30	-			179	-78	-182
-285	316	2060	30	-			138	-104	-119
-147	212	1941	30	-			117	-105	-129
-30	107	1812	30	-			-24	-103	-22
-54	4	1790	30	-			34	-87	-33
-20	-83	1757	30	-			7	-112	-13
-13	-195	1744	30	-			-56	-39	0
-69	-234	1744	30	-			-8	-8	-36
-77	-242	1708	30	-			16	-10	-23
-61	-252	1685	30	-			36	-39	-32
-25	-291	1653	30	-			-55	0	3
-80	-291	1656	30	-			36	-34	-56
-44	-325	1600	30	-			1	4	10
-43	-321	1610	30	-			-18	24	23
-61	-297	1633	30	-			24	26	10
-37	-271	1643	30	-			17	78	33
-20	-193	1676	30	-			36	50	38
16	-143	1714	30	-			-13	49	23
3	-94	1737	30	-			62	45	61
65	-49	1798	30	-			30	51	57
95	2	1855	30	-			-22	0	38
73	2	1893	30	-			66	21	23
139	23	1916	30	-			7	-21	56
146	2	1972	30	-			8	1	33
154	3	2005	30	-			9	5	40
163	8	2045	30	-			18	-20	49
181	-12	2094	30	-			-9	4	50
172	-8	2144	30	-			20	20	58
192	12	2202	30	-			-2	-1	32
190	11	2234	30	-			-29	21	42
161	32	2276	30	-			13	4	18
174	36	2294	30	-			14	3	5
188	39	2299	30	-			1	7	9
189	46	2308	30	-			-26	32	23
163	78	2331	30	-			18	9	-30
181	87	2301	30	-			-12	26	-13
169	113	2288	30	-			-46	9	-10
123	122	2278	30	-			10	35	-38
133	157	2240	30	-			-34	3	-23
99	160	2217	30	-			-50	12	-3
49	172	2214	30	-			2	4	-43
51	176	2171	30	-			-27	8	-36
24	184	2135	30	-			-39	-3	-7
-15	181	2128	30	-			-30	-10	-27
-45	171	2101	30	-			7	-17	-16
-38	154	2085	30	-			-13	7	-34
-51	161	2051	30	-			-29	2	-27
-80	163	2024	30	-			36	-30	-33
-44	133	1991	30	-			-36	4	2
-80	137	1993	30	-			-21022	8078	655
-21102	8215	2648	31	X+			23976	-6078	-1949
2874	2137	699	31	-			508	-1955	67
3382	182	766	31	-			-969	-106	779
2413	76	1545	31	-			-1712	367	131
701	443	1676	31	-			-1338	394	191
-637	837	1867	31	-			-420	-202	19
-1057	635	1886	31	-			-52	-175	69
-1109	460	1955	31	-			6	-325	140
-1103	135	2095	31	-			388	-202	82
-715	-67	2177	31	-			462	-42	129
-253	-109	2306	31	-			479	-259	137
226	-368	2443	31	-			183	-7	55
409	-375	2498	31	-			190	-9	130
599	-384	2628	31	-			96	56	137
695	-328	2765	31	-			7	88	119
702	-240	2884	31	-			150	82	17
852	-158	2901	31	-			-108	21	29
744	-137	2930	31	-			-45	32	-20
699	-105	2910	31	-			-72	20	-117
627	-85	2793	31	-			-91	165	-82
536	80	2711	31	-			-260	167	-24
276	247	2687	31	-			-370	73	10
-94	320	2697	31	-			-259	13	-119
-353	333	2578	31	-			-180	28	-53
-533	361	2525	31	-			-14	-19	-161
-547	342	2364	31	-			199	-37	-203
-348	305	2161	31	-			146	-108	-174
-202	197	1987	31	-			66	-89	-115
-136	108	1872	31	-			33	-102	-73
-103	6	1799	31	-			19	-184	-69
-84	-178	1730	31	-			-52	-140	-13
-136	-318	1717	31	-			-15	-42	-36
-151	-360	1681	31	-			-7	-80	-68
-158	-440	1613	31	-			-23	-40	-54
-181	-480	1559	31	-			11	-43	-40
-170	-523	1519	31	-			-6	-8	-47
-176	-531	1472	31	-			69	-5	-24
-107	-536	1448	31	-			-38	31	4
-145	-505	1452	31	-			-13	12	8
-158	-493	1460	31	-			55	65	-27
-103	-428	1433	31	-			-71	36	30
-174	-392	1463	31	-			17	56	33
-157	-336	1496	31	-			20	66	29
-137	-270	1525	31	-			21	50	34
-116	-220	1559	31	-			27	59	69
-89	-161	1628	31	-			24	38	31
-65	-123	1659	31	-			74	74	44
9	-49	1703	31	-			5	17	63
14	-32	1766	31	-			31	29	7
45	-3	1773	31	-			21	11	51
66	8	1824	31	-			-5	-29	54
61	-21	1878	31	-			-19	3	23
42	-18	1901	31	-			42	-7	30
84	-25	1931	31	-			27	-31	22
111	-56	1953	31	-			-63	0	30
48	-56	1983	31	-			68	8	5
116	-48	1988	31	-			3	-5	-7
119	-53	1981	31	-			-24	7	43
95	-46	2024	31	-			37	8	-14
132	-38	2010	31	-			15	14	14
147	-24	2024	31	-			-19	15	8
128	-9	2032	31	-			-20	15	-30
108	6	2002	31	-			-34	36	-25
74	42	1977	31	-			-50	27	20
24	69	1997	31	-			-18	17	-33
6	86	1964	31	-			8	20	-7
14	106	1957	31	-			-19	49	8
-5	155	1965	31	-			-28	-10	-10
-33	145	1955	31	-			-1	20	-10
-34	165	1945	31	-			21	9	17
-13	174	1962	31	-			-46	20	33
-59	194	1995	31	-			18	34	-21
-41	228	1974	31	-			3	5	2
-38	233	1976	31	-			-57	7	8
-95	240	1984	31	-			8	17	-6
-87	257	1978	31	-			-30	-16	10
-117	241	1988	31	-			-8	-5	1
-125	236	1989	31	-			-12	8	-8
-137	244	1981	31	-			23	0	4
-114	244	1985	31	-			-15	8	-3
-129	252	1982	31	-			-21	-20	0
-150	232	1982	31	-			38	-16	-14
-112	216	1968	31	-			-22	-18	-8
-134	198	1960	31	-			15	-5	-12
-119	193	1948	31	-			15	-30	-9
-104	163	1939	31	-			12	-4	0
-92	159	1939	31	-			-6	-7	-5
-98	152	1934	31	-			-23	-28	6
-121	124	1940	31	-			49	0	-26
-72	124	1914	31	-			-14	-18	16
-86	106	1930	31	-			-16	-2	-7
-102	104	1923	31	-			35	-27	4
-67	77	1927	31	-			4	-9	-20
-63	68	1907	31	-			-23	4	24
-86	72	1931	31	-			3	-20	5
-83	52	1936	31	-			9	4	2
-74	56	1938	31	-			-16	-18	14
-90	38	1952	31	-			28	3	17
-62	41	1969	31	-			22	9	23
-40	50	1992	31	-			-2	19	16
-42	69	2008	31	-			0	-5	10
-42	64	2018	31	-			-14	8	22
-56	72	2040	31	-			4	6	3
-52	78	2043	31	-			-6	27	33
-58	105	2076	31	-			2	5	-25
-56	110	2051	31	-			-14	-4	25
-70	106	2076	31	-			1	5	-6
-69	111	2070	31	-			11	16	11
-58	127	2081	31	-			8	-4	0
-50	123	2081	31	-			-11	-5	4
-61	118	2085	31	-			17	2	-3
-44	120	2082	31	-			7	7	-29
-37	127	2053	31	-			-47	-3	17
-84	124	2070	31	-			14	-39	37
-70	85	2107	31	-			12	-32	-1
-58	53	2106	31	-			-25	-2	5
-83	51	2111	31	-			6	-13	-19
-77	38	2092	31	-			41	-16	12
-36	22	2104	31	-			10	-3	4
-26	19	2108	31	-			-8	-6	-10
-34	13	2098	31	-			-3	-14	7
-37	-1	2105	31	-			13	4	3
-24	3	2108	31	-			-35	-7	14
-59	-4	2122	31	-			2	-13	-13
-57	-17	2109	31	-			9	-5	0
-48	-22	2109	31	-			2	-24	11
-46	-46	2120	31	-			7	-6	-41
-39	-52	2079	31	-			-10	20	24
-49	-32	2103	31	-			-25	-8	-11
-74	-40	2092	31	-			6	4	2
-68	-36	2094	31	-			22	13	-18
-46	-23	2076	31	-			-29	-7	19
-75	-30	2095	31	-			17	1	-28
-58	-29	2067	31	-			0	-5	14
-58	-34	2081	31	-			-11	0	-11
-69	-34	2070	31	-			12	1	35
-57	-33	2105	31	-			-21	-1	14
-78	-34	2119	31	-			6	-7	13
-72	-41	2132	31	-			-5	17	24
-77	-24	2156	31	-			4	22	39
-73	-2	2195	31	-			10	22	19
-63	20	2214	31	-			18	20	37
-45	40	2251	31	-			14	55	33
-31	95	2284	31	-			-1	26	37
-32	121	2321	31	-			-5	61	36
-37	182	2357	31	-			5	40	10
-32	222	2367	31	-			8	7	12
-24	229	2379	31	-			20	36	-8
-4	265	2371	31	-			-8	9	20
-12	274	2391	31	-			15	16	-22
3	290	2369	31	-			-62	-3	7
-59	287	2376	31	-			-10	3	8
-69	290	2384	31	-			-21	6	-42
-90	296	2342	31	-			-19	6	-28
-109	302	2314	31	-			-3	13	-16
-112	315	2298	31	-			-1	26	-67
-113	341	2231	31	-			2	12	-39
-111	353	2192	31	-			-4	16	-39
-115	369	2153	31	-			-8	-15	-39
-123	354	2114	31	-			3	-19	-39
-120	335	2075	31	-			-9	-53	-40
-129	282	2035	31	-			7	-12	-13
-122	270	2022	31	-			-13	-32	-52
-135	238	1970	31	-			3	-49	-41
-132	189	1929	31	-			-21	-23	-52
-153	166	1877	31	-			9	-36	-31
-144	130	1846	31	-			21	-23	-40
-123	107	1806	31	-			-5	-22	-32
-128	85	1774	31	-			17	-16	-21
-111	69	1753	31	-			17	-26	-42
-94	43	1711	31	-			7	-7	-5
-87	36	1706	31	-			-2	10	-26
-89	46	1680	31	-			5	-14	8
-84	32	1688	31	-			16	-16	-9
-68	16	1679	31	-			9	5	7
-59	21	1686	31	-			14	-4	-4
-45	17	1682	31	-			-15	4	4
-60	21	1686	31	-			-1	23	38
-61	44	1724	31	-			9	-9	25
-52	35	1749	31	-			-14	6	22
-66	41	1771	31	-			-3	0	25
-69	41	1796	31	-			2	14	-3
-67	55	1793	31	-			9	-5	8
-58	50	1801	31	-			1	-6	31
-57	44	1832	31	-			-5	-13	-1
-62	31	1831	31	-			20	-14	22
-42	17	1853	31	-			16	-13	22
-26	4	1875	31	-			16	4	-14
-10	8	1861	31	-			8	-42	20
-2	-34	1881	31	-			-16	-15	18
-18	-49	1899	31	-			3	16	-18
-15	-33	1881	31	-			21	2	-19
6	-31	1862	31	-			4	-23	12
10	-54	1874	31	-			-8	-14	-21
2	-68	1853	31	-			1	-13	20
3	-81	1873	31	-			0	8	-8
3	-73	1865	31	-			-19	0	-5
-16	-73	1860	31	-			-27	-3	-12
-43	-76	1848	31	-			-13	-19	7
-56	-95	1855	31	-			-24	4	35
-80	-91	1890	31	-			-12	33	-39
-92	-58	1851	31	-			-31	-10	9
-123	-68	1860	31	-			-2	3	-3
-125	-65	1857	31	-			6	10	4
-119	-55	1861	31	-			-6	-25	23
-125	-80	1884	31	-			9	7	30
-116	-73	1914	31	-			-9	-5	12
-125	-78	1926	31	-			8	33	30
-117	-45	1956	31	-			6	21	11
-111	-24	1967	31	-			-17	28	27
-128	4	1994	31	-			13	16	14
-115	20	2008	31	-			-13	1	42
-128	21	2050	31	-			23	7	9
-105	28	2059	31	-			12	-19	21
-93	9	2080	31	-			-16	9	16
-109	18	2096	31	-			3	-6	-9
-106	12	2087	31	-			0	-11	6
-106	1	2093	31	-			-73	40	-229
-179	41	1864	31	-			-20	-511	3434
-199	-470	5298	31	-			1784	-981	-3876
1585	-1451	1422	31	-			-411	376	604
1174	-1075	2026	31	-			-362	598	-768
812	-477	1258	31	-			-343	39	110
469	-438	1368	31	-			245	-59	548
714	-497	1916	31	-			-147	15	-424
567	-482	1492	31	-			-2005	3183	3727
-1438	2701	5219	31	-			1839	-3717	-3136
401	-1016	2083	31	-			-268	714	544
133	-302	2627	31	-			-437	623	220
-304	321	2847	31	-			114	-591	-703
-190	-270	2144	31	-			-48	71	-29
-238	-199	2115	31	-			73	39	-243
-165	-160	1872	31	-			5	-211	-235
-160	-371	1637	31	-			19	322	36
-141	-49	1673	31	-			-313	-21	1241
-454	-70	2914	31	-			2868	-3436	11808
2414	-3506	14722	32	Z-			-2958	4959	-16322
-544	1453	-1600	32	-			1807	308	1136
1263	1761	-464	32	-			-713	-2545	1605
550	-784	1141	32	-			-644	2030	3142
-94	1246	4283	32	-			-5	-2919	-4447
-99	-1673	-164	32	-			-334	2734	2768
-433	1061	2604	32	-			359	-868	679
-74	193	3283	32	-			-41	-443	-2085
-115	-250	1198	32	-			-77	570	1100
-192	320	2298	32	-			-120	-353	-369
-312	-33	1929	32	-			-22	52	-2
-334	19	1927	32	-			66	15	252
-268	34	2179	32	-			69	9	-89
-199	43	2090	32	-			108	131	49
-91	174	2139	32	-			58	89	53
-33	263	2192	32	-			66	-302	-27
33	-39	2165	32	-			-59	-38	-109
-26	-77	2056	32	-			4	103	38
-22	26	2094	32	-			-35	-70	-133
-57	-44	1961	32	-			65	4	-15
8	-40	1946	32	-			51	128	138
59	88	2084	32	-			-26	-114	-109
33	-26	1975	32	-			7	88	126
40	62	2101	32	-			-24	-95	-57
16	-33	2044	32	-			-42	5	-42
-26	-28	2002	32	-			-39	-29	90
-65	-57	2092	32	-			71	14	-61
6	-43	2031	32	-			15	71	33
21	28	2064	32	-			24	18	50
45	46	2114	32	-			-15	-40	-25
30	6	2089	32	-			-19	-3	-64
11	3	2025	32	-			1	-37	-18
12	-34	2007	32	-			-16	18	-7
-4	-16	2000	32	-			2	4	-3
-2	-12	1997	32	-			20	20	92
18	8	2089	32	-			-11	-10	-6
7	-2	2083	32	-			6	-6	-12
13	-8	2071	32	-			0	7	16
13	-1	2087	32	-			2	-32	-89
15	-33	1998	32	-			-14	42	43
1	9	2041	32	-			-8	-18	15
-7	-9	2056	32	-			-9	16	-4
-16	7	2052	32	-			25	0	-28
9	7	2024	32	-			-22	11	41
-13	18	2065	32	-			18	-30	-71
5	-12	1994	32	-			-16	25	21
-11	13	2015	32	-			20	12	24
9	25	2039	32	-			-5	-58	10
4	-33	2049	32	-			-10	21	-17
-6	-12	2032	32	-			9	7	46
3	-5	2078	32	-			4	9	-25
7	4	2053	32	-			-5	-18	-23
2	-14	2030	32	-			4	1	38
6	-13	2068	32	-			17	-8	-17
23	-21	2051	32	-			-23	11	-15
0	-10	2036	32	-			0	37	-2
0	27	2034	32	-			14	-23	29
14	4	2063	32	-			-29	-5	-28
-15	-1	2035	32	-			29	23	39
14	22	2074	32	-			15	-15	4
29	7	2078	32	-			-4	-3	-15
25	4	2063	32	-			-12	-10	7
13	-6	2070	32	-			4	19	-5
17	13	2065	32	-			-9	-21	-52
8	-8	2013	32	-			-9	19	-3
-1	11	2010	32	-			8	-22	8
7	-11	2018	32	-			0	3	-3
7	-8	2015	32	-			2	-4	-9
9	-12	2006	32	-			6	13	59
15	1	2065	32	-			-4	-11	-20
11	-10	2045	32	-			-13	-3	15
-2	-13	2060	32	-			2	26	-1
0	13	2059	32	-			-5	-32	18
-5	-19	2077	32	-			-8	13	-35
-13	-6	2042	32	-			9	-2	9
-4	-8	2051	32	-			13	5	19
9	-3	2070	32	-			-16	-8	-65
-7	-11	2005	32	-			4	28	4
-3	17	2009	32	-			10	-33	-4
7	-16	2005	32	-			14	-4	8
21	-20	2013	32	-			1	11	5
22	-9	2018	32	-			-16	-5	49
6	-14	2067	32	-			9	16	-7
15	2	2060	32	-			1	1	-14
16	3	2046	32	-			-26	4	32
-10	7	2078	32	-			8	-18	-50
-2	-11	2028	32	-			-7	4	19
-9	-7	2047	32	-			24	18	17
15	11	2064	32	-			-4	-9	-11
11	2	2053	32	-			-4	1	-48
7	3	2005	32	-			6	-8	11
13	-5	2016	32	-			-2	15	-6
11	10	2010	32	-			5	-25	25
16	-15	2035	32	-			1	20	26
17	5	2061	32	-			4	-9	6
21	-4	2067	32	-			-11	-12	-8
10	-16	2059	32	-			-8	11	30
2	-5	2089	32	-			5	6	0
7	1	2089	32	-			-14	-8	-16
-7	-7	2073	32	-			13	5	-4
6	-2	2069	32	-			-3	17	5
3	15	2074	32	-			-2	-31	-28
1	-16	2046	32	-			1	28	-19
2	12	2027	32	-			8	-13	17
10	-1	2044	32	-			-26	-12	-15
-16	-13	2029	32	-			16	9	1
0	-4	2030	32	-			-18	16	24
-18	12	2054	32	-			15	-13	-5
-3	-1	2049	32	-			-9	-4	3
-12	-5	2052	32	-			7	24	-5
-5	19	2047	32	-			-1	-12	0
-6	7	2047	32	-			0	-12	-14
-6	-5	2033	32	-			0	10	11
-6	5	2044	32	-			5	12	12
-1	17	2056	32	-			16	-15	-23
15	2	2033	32	-			-4	3	9
11	5	2042	32	-			3	-10	7
14	-5	2049	32	-			-12	-20	-22
2	-25	2027	32	-			11	7	-2
13	-18	2025	32	-			10	15	30
23	-3	2055	32	-			-17	-7	-3
6	-10	2052	32	-			2	-7	-15
8	-17	2037	32	-			19	16	18
27	-1	2055	32	-			-15	0	-38
12	-1	2017	32	-			7	-12	7
19	-13	2024	32	-			15	5	24
34	-8	2048	32	-			-10	-11	0
24	-19	2048	32	-			-5	18	-3
19	-1	2045	32	-			1	3	8
20	2	2053	32	-			0	-12	13
20	-10	2066	32	-			-2	-4	-34
18	-14	2032	32	-			-13	6	-6
5	-8	2026	32	-			-10	20	16
-5	12	2042	32	-			3	-22	-1
-2	-10	2041	32	-			-7	19	0
-9	9	2041	32	-			8	-7	-8
-1	2	2033	32	-			-20	15	14
-21	17	2047	32	-			14	-26	-20
-7	-9	2027	32	-			9	28	22
2	19	2049	32	-			8	-30	-18
10	-11	2031	32	-			-15	9	11
-5	-2	2042	32	-			1	2	4
-4	0	2046	32	-			-5	6	10
-9	6	2056	32	-			4	-4	-32
-5	2	2024	32	-			-1	-2	0
-6	0	2024	32	-			4	1	22
-2	1	2046	32	-			0	-37	-37
-2	-36	2009	32	-			-2	35	27
-4	-1	2036	32	-			21	-7	3
17	-8	2039	32	-			-7	-3	-2
10	-11	2037	32	-			10	15	27
20	4	2064	32	-			3	-25	-29
23	-21	2035	32	-			0	7	28
23	-14	2063	32	-			-7	-3	-15
16	-17	2048	32	-			1	12	39
17	-5	2087	32	-			-1	-2	-25
16	-7	2062	32	-			-10	5	6
6	-2	2068	32	-			1	4	-10
7	2	2058	32	-			3	-22	-17
10	-20	2041	32	-			-4	18	-7
6	-2	2034	32	-			-3	5	-16
3	3	2018	32	-			-2	-1	26
1	2	2044	32	-			4	-9	-15
5	-7	2029	32	-			-18	7	2
-13	0	2031	32	-			17	7	10
4	7	2041	32	-			-11	-23	-17
-7	-16	2024	32	-			10	14	25
3	-2	2049	32	-			10	10	41
13	8	2090	32	-			-26	-14	-11
-13	-6	2079	32	-			2	9	-21
-11	3	2058	32	-			8	17	18
-3	20	2076	32	-			-6	-31	-21
-9	-11	2055	32	-			3	17	-33
-6	6	2022	32	-			-2	3	61
-8	9	2083	32	-			-10	-11	-36
-18	-2	2047	32	-			14	-1	-17
-4	-3	2030	32	-			3	-7	22
-1	-10	2052	32	-			14	8	-24
13	-2	2028	32	-			-11	5	-10
2	3	2018	32	-			2	-7	15
4	-4	2033	32	-			14	-2	23
18	-6	2056	32	-			-7	-4	1
11	-10	2057	32	-			0	16	3
11	6	2060	32	-			10	-9	3
21	-3	2063	32	-			-6	-13	-5
15	-16	2058	32	-			7	8	-27
22	-8	2031	32	-			7	7	11
29	-1	2042	32	-			-6	-17	-8
23	-18	2034	32	-			-13	11	4
10	-7	2038	32	-			13	-11	12
23	-18	2050	32	-			-8	7	5
15	-11	2055	32	-			-12	1	-22
3	-10	2033	32	-			8	17	27
11	7	2060	32	-			-5	-22	-6
6	-15	2054	32	-			-1	-3	0
5	-18	2054	32	-			-3	13	-12
2	-5	2042	32	-			2	-1	23
4	-6	2065	32	-			7	4	-18
11	-2	2047	32	-			0	1	-19
11	-1	2028	32	-			-9	7	28
2	6	2056	32	-			-6	-9	-15
-4	-3	2041	32	-			-4	14	4
-8	11	2045	32	-			0	-6	3
-8	5	2048	32	-			2	-4	-28
-6	1	2020	32	-			2	5	34
-4	6	2054	32	-			9	4	-16
5	10	2038	32	-			0	-20	14
5	-10	2052	32	-			-2	6	-16
3	-4	2036	32	-			2	9	19
5	5	2055	32	-			-5	-6	-3
0	-1	2052	32	-			-8	3	3
-8	2	2055	32	-			19	-4	-12
11	-2	2043	32	-			5	3	3
16	1	2046	32	-			-6	-11	-15
10	-10	2031	32	-			-2	9	-15
8	-1	2016	32	-			4	5	34
12	4	2050	32	-			-8	-23	-52
4	-19	1998	32	-			-17	10	0
-13	-9	1998	32	-			3	4	-31
-10	-5	1967	32	-			28	-40	101
18	-45	2068	32	-			-9	17	1
9	-28	2069	32	-			20	27	36
29	-1	2105	32	-			-17	-3	-72
12	-4	2033	32	-			-10	-20	-13
2	-24	2020	32	-			-2	7	27
0	-17	2047	32	-			-2	-9	37
-2	-26	2084	32	-			15	23	-20
13	-3	2064	32	-			-11	15	24
2	12	2088	32	-			23	-20	-18
25	-8	2070	32	-			-21	7	-66
4	-1	2004	32	-			-4	-10	4
0	-11	2008	32	-			6	1	48
6	-10	2056	32	-			3	0	10
9	-10	2066	32	-			15	22	12
24	12	2078	32	-			16	2	19
40	14	2097	32	-			-14	13	-21
26	27	2076	32	-			-12	-22	-41
14	5	2035	32	-			-13	13	20
1	18	2055	32	-			-1	-11	5
0	7	2060	32	-			8	-10	1
8	-3	2061	32	-			16	17	20
24	14	2081	32	-			2	5	-26
26	19	2055	32	-			-17	-7	-36
9	12	2019	32	-			-11	-6	16
-2	6	2035	32	-			10	-10	15
8	-4	2050	32	-			-23	11	-26
-15	7	2024	32	-			5	-4	50
-10	3	2074	32	-			8	8	17
-2	11	2091	32	-			-7	-6	-52
-9	5	2039	32	-			7	4	-16
-2	9	2023	32	-			-11	-12	0
-13	-3	2023	32	-			0	-3	3
-13	-6	2026	32	-			1	-12	-11
-12	-18	2015	32	-			7	18	51
-5	0	2066	32	-			2	-3	-25
-3	-3	2041	32	-			-9	-9	5
-12	-12	2046	32	-			15	11	-2
3	-1	2044	32	-			-11	1	3
-8	0	2047	32	-			23	-14	-5
15	-14	2042	32	-			-11	0	29
4	-14	2071	32	-			2	4	-10
6	-10	2061	32	-			-7	2	-1
-1	-8	2060	32	-			4	17	-19
3	9	2041	32	-			12	1	6
15	10	2047	32	-			-5	-4	-58
10	6	1989	32	-			-14	-6	26
-4	0	2015	32	-			1	-22	1
-3	-22	2016	32	-			1	9	-1
-2	-13	2015	32	-			-7	10	29
-9	-3	2044	32	-			10	13	1
1	10	2045	32	-			-4	-29	21
-3	-19	2066	32	-			18	10	-18
15	-9	2048	32	-			-16	-4	16
-1	-13	2064	32	-			-4	-11	-21
-5	-24	2043	32	-			5	9	13
0	-15	2056	32	-			3	-3	-8
3	-18	2048	32	-			5	17	-2
8	-1	2046	32	-			-11	-9	-10
-3	-10	2036	32	-			13	18	15
10	8	2051	32	-			15	-15	-6
25	-7	2045	32	-			-15	15	-2
10	8	2043	32	-			-3	-4	-12
7	4	2031	32	-			2	1	34
9	5	2065	32	-			13	-2	-6
22	3	2059	32	-			-8	12	0
14	15	2059	32	-			1	5	16
15	20	2075	32	-			-7	-12	-24
8	8	2051	32	-			14	1	9
22	9	2060	32	-			-12	-3	-8
10	6	2052	32	-			-10	-11	20
0	-5	2072	32	-			20	14	-7
20	9	2065	32	-			-7	-2	-4
13	7	2061	32	-			-6	14	8
7	21	2069	32	-			-17	-18	-32
-10	3	2037	32	-			16	0	20
6	3	2057	32	-			-4	-12	1
2	-9	2058	32	-			-6	2	-18
-4	-7	2040	32	-			-8	1	-22
-12	-6	2018	32	-			8	13	29
-4	7	2047	32	-			5	-16	-4
1	-9	2043	32	-			-21	-10	-25
-20	-19	2018	32	-			13	11	40
-7	-8	2058	32	-			6	-11	-13
-1	-19	2045	32	-			1	4	2
0	-15	2047	32	-			-4	14	-1
-4	-1	2046	32	-			-4	-19	5
-8	-20	2051	32	-			-2	7	1
-10	-13	2052	32	-			4	2	0
-6	-11	2052	32	-			3	-7	-15
-3	-18	2037	32	-			9	0	-8
6	-18	2029	32	-			3	22	28
9	4	2057	32	-			12	5	18
21	9	2075	32	-			-14	-10	-18
7	-1	2057	32	-			2	9	-7
9	8	2050	32	-			1	0	22
10	8	2072	32	-			-19	-8	-41
-9	0	2031	32	-			17	-2	11
