Initializing I2C devices...									
Testing device connections...									
ax	ay	az			0		INC_ax	INC_ay	INC_az
86	189	2087	17	-			-35	-30	-1
51	159	2086	17	-			25	-36	-27
76	123	2059	17	-			-62	-27	-4
14	96	2055	17	-			-8	-16	1
6	80	2056	17	-			-10	-11	0
-4	69	2056	17	-			-17	-3	7
-21	66	2063	17	-			-5	15	-7
-26	81	2056	17	-			11	24	-12
-15	105	2044	17	-			-6	24	10
-21	129	2054	17	-			-29	49	-7
-50	178	2047	17	-			39	16	-39
-11	194	2008	17	-			-41	-5	37
-52	189	2045	17	-			-23	24	-15
-75	213	2030	17	-			2	4	-7
-73	217	2023	17	-			11	15	-8
-62	232	2015	17	-			-7	-13	-6
-69	219	2009	17	-			-31	-16	-17
-100	203	1992	17	-			9	7	-7
-91	210	1985	17	-			8	-4	-16
-83	206	1969	17	-			-9	-19	24
-92	187	1993	17	-			31	-20	3
-61	167	1996	17	-			-4	2	7
-65	169	2003	17	-			-3	-23	-15
-68	146	1988	17	-			1	-15	8
-67	131	1996	17	-			30	-16	13
-37	115	2009	17	-			-22	-7	6
-59	108	2015	17	-			23	-23	-1
-36	85	2014	17	-			52	-19	-3
16	66	2011	17	-			-16	-4	40
0	62	2051	17	-			24	-22	5
24	40	2056	17	-			16	8	5
40	48	2061	17	-			37	-7	27
77	41	2088	17	-			8	-6	2
85	35	2090	17	-			27	15	12
112	50	2102	17	-			25	-13	16
137	37	2118	17	-			-8	2	11
129	39	2129	17	-			14	6	-8
143	45	2121	17	-			11	5	-1
154	50	2120	17	-			-13	4	24
141	54	2144	17	-			4	4	-8
145	58	2136	17	-			-3	16	-11
142	74	2125	17	-			-6	15	13
136	89	2138	17	-			-15	3	-1
121	92	2137	17	-			16	13	-12
137	105	2125	17	-			-40	3	-4
97	108	2121	17	-			10	12	-2
107	120	2119	17	-			10	21	-25
117	141	2094	17	-			1	17	10
118	158	2104	17	-			-22	-7	-17
96	151	2087	17	-			-7	-1	-13
89	150	2074	17	-			-4	-16	-7
85	134	2067	17	-			-5	8	-20
80	142	2047	17	-			-13	-13	-2
67	129	2045	17	-			-15	-11	-12
52	118	2033	17	-			-6	1	8
46	119	2041	17	-			0	-5	-17
46	114	2024	17	-			-8	7	8
38	121	2032	17	-			11	-20	-7
49	101	2025	17	-			-12	-9	17
37	92	2042	17	-			15	13	-38
52	105	2004	17	-			7	-24	18
59	81	2022	17	-			-14	10	9
45	91	2031	17	-			6	10	8
51	101	2039	17	-			-3	-17	-3
48	84	2036	17	-			0	-12	7
48	72	2043	17	-			-4	2	8
44	74	2051	17	-			16	9	0
60	83	2051	17	-			5	4	11
65	87	2062	17	-			-22	-10	4
43	77	2066	17	-			7	-8	-5
50	69	2061	17	-			-4	-7	-4
46	62	2057	17	-			-1	12	3
45	74	2060	17	-			13	-7	-9
58	67	2051	17	-			4	15	-13
62	82	2038	17	-			-12	-16	5
50	66	2043	17	-			1	10	17
51	76	2060	17	-			-8	-4	2
43	72	2062	17	-			7	-14	-19
50	58	2043	17	-			18	-3	-9
68	55	2034	17	-			-11	0	13
57	55	2047	17	-			10	-1	0
67	54	2047	17	-			-32	-12	2
35	42	2049	17	-			7	-19	-10
42	23	2039	17	-			-30	-10	8
12	13	2047	17	-			-5	-14	-4
7	-1	2043	17	-			-3	-11	19
4	-12	2062	17	-			-8	-1	-1
-4	-13	2061	17	-			-9	6	6
-13	-7	2067	17	-			-10	-18	-5
-23	-25	2062	17	-			6	-15	28
-17	-40	2090	17	-			-11	7	20
-28	-33	2110	17	-			1	13	17
-27	-20	2127	17	-			15	17	9
-12	-3	2136	17	-			-21	25	39
-33	22	2175	17	-			8	16	1
-25	38	2176	17	-			-8	20	45
-33	58	2221	17	-			-7	40	8
-40	98	2229	17	-			14	16	25
-26	114	2254	17	-			-7	24	30
-33	138	2284	17	-			10	23	-6
-23	161	2278	17	-			-7	12	9
-30	173	2287	17	-			-12	6	-6
-42	179	2281	17	-			-12	30	11
-54	209	2292	17	-			12	23	8
-42	232	2300	17	-			-9	7	5
-51	239	2305	17	-			-16	10	-7
-67	249	2298	17	-			11	26	-13
-56	275	2285	17	-			-7	4	-19
-63	279	2266	17	-			-2	12	-9
-65	291	2257	17	-			-19	-10	-1
-84	281	2256	17	-			0	-6	-7
-84	275	2249	17	-			-2	-24	-22
-86	251	2227	17	-			-26	-4	-10
-112	247	2217	17	-			-12	-10	-47
-124	237	2170	17	-			-12	-12	3
-136	225	2173	17	-			-5	-15	-14
-141	210	2159	17	-			-4	-1	-33
-145	209	2126	17	-			8	-27	-1
-137	182	2125	17	-			-4	-6	-27
-141	176	2098	17	-			-17	-6	-3
-158	170	2095	17	-			0	-22	-4
-158	148	2091	17	-			-8	-18	-11
-166	130	2080	17	-			-8	0	-9
-174	130	2071	17	-			5	-21	4
-169	109	2075	17	-			-5	-14	1
-174	95	2076	17	-			21	-7	8
-153	88	2084	17	-			-1	-8	14
-154	80	2098	17	-			20	5	1
-134	85	2099	17	-			-4	-3	10
-138	82	2109	17	-			12	3	21
-126	85	2130	17	-			22	17	21
-104	102	2151	17	-			20	24	8
-84	126	2159	17	-			4	22	27
-80	148	2186	17	-			16	18	4
-64	166	2190	17	-			7	5	9
-57	171	2199	17	-			12	15	9
-45	186	2208	17	-			-13	14	0
-58	200	2208	17	-			3	10	-14
-55	210	2194	17	-			5	18	1
-50	228	2195	17	-			-1	-4	-20
-51	224	2175	17	-			-13	-6	-5
-64	218	2170	17	-			-1	-3	-2
-65	215	2168	17	-			-9	-11	-5
-74	204	2163	17	-			2	14	-25
-72	218	2138	17	-			-1	10	3
-73	228	2141	17	-			-8	-11	-30
-81	217	2111	17	-			-5	13	7
-86	230	2118	17	-			6	-19	-21
-80	211	2097	17	-			4	3	6
-76	214	2103	17	-			16	-9	-10
-60	205	2093	17	-			-3	-19	-3
-63	186	2090	17	-			-11	-15	-8
-74	171	2082	17	-			-1	-13	8
-75	158	2090	17	-			3	-28	9
-72	130	2099	17	-			19	-41	-1
-53	89	2098	17	-			5	-4	36
-48	85	2134	17	-			3	-23	11
-45	62	2145	17	-			7	-18	26
-38	44	2171	17	-			30	4	-12
-8	48	2159	17	-			9	-2	30
1	46	2189	17	-			8	21	21
9	67	2210	17	-			14	7	-11
23	74	2199	17	-			4	34	26
27	108	2225	17	-			5	19	-7
32	127	2218	17	-			-3	2	-4
29	129	2214	17	-			18	8	-2
47	137	2212	17	-			-13	30	-12
34	167	2200	17	-			-4	-15	-13
30	152	2187	17	-			2	7	3
32	159	2190	17	-			-25	3	-9
7	162	2181	17	-			-1	-8	-43
6	154	2138	17	-			85	-56	-736
91	98	1402	17	-			-5152	3607	-11171
-5061	3705	-9769	18	Z+			2958	-3305	13231
-2103	400	3462	18	-			2230	374	-3617
127	774	-155	18	-			-1335	-335	1731
-1208	439	1576	18	-			1140	-451	225
-68	-12	1801	18	-			84	373	-603
16	361	1198	18	-			-20	355	-394
-4	716	804	18	-			8	-91	84
4	625	888	18	-			-39	-296	435
-35	329	1323	18	-			-16	-198	389
-51	131	1712	18	-			25	-87	130
-26	44	1842	18	-			-52	-112	259
-78	-68	2101	18	-			-46	-47	277
-124	-115	2378	18	-			-67	14	161
-191	-101	2539	18	-			-32	104	214
-223	3	2753	18	-			123	116	27
-100	119	2780	18	-			120	102	33
20	221	2813	18	-			129	83	40
149	304	2853	18	-			105	-27	35
254	277	2888	18	-			-354	141	-92
-100	418	2796	18	-			436	-167	202
336	251	2998	18	-			-41	5	-101
295	256	2897	18	-			-38	-33	23
257	223	2920	18	-			-79	-33	-78
178	190	2842	18	-			-55	-13	-84
123	177	2758	18	-			-58	-21	-68
65	156	2690	18	-			-44	31	-63
21	187	2627	18	-			-36	-43	-102
-15	144	2525	18	-			-32	-16	-79
-47	128	2446	18	-			-22	-27	-52
-69	101	2394	18	-			-45	-25	-88
-114	76	2306	18	-			-23	-27	-78
-137	49	2228	18	-			-17	-27	-20
-154	22	2208	18	-			-12	-32	-71
-166	-10	2137	18	-			-5	-20	-65
-171	-30	2072	18	-			-20	-13	-54
-191	-43	2018	18	-			8	-1	-17
-183	-44	2001	18	-			-2	-22	-33
-185	-66	1968	18	-			15	10	-21
-170	-56	1947	18	-			35	16	-30
-135	-40	1917	18	-			9	14	5
-126	-26	1922	18	-			11	-7	-18
-115	-33	1904	18	-			8	3	42
-107	-30	1946	18	-			-7	-4	-10
-114	-34	1936	18	-			12	13	10
-102	-21	1946	18	-			30	-7	18
-72	-28	1964	18	-			-4	14	37
-76	-14	2001	18	-			23	6	25
-53	-8	2026	18	-			10	5	32
-43	-3	2058	18	-			1	18	34
-42	15	2092	18	-			23	22	18
-19	37	2110	18	-			14	14	33
-5	51	2143	18	-			28	9	6
23	60	2149	18	-			19	18	33
42	78	2182	18	-			16	43	10
58	121	2192	18	-			11	8	27
69	129	2219	18	-			-9	29	12
60	158	2231	18	-			-20	14	2
40	172	2233	18	-			14	-9	9
54	163	2242	18	-			-16	-9	-2
38	154	2240	18	-			13	-5	-11
51	149	2229	18	-			7	-11	-9
58	138	2220	18	-			-1	6	-8
57	144	2212	18	-			-20	-32	-8
37	112	2204	18	-			1	-33	-19
38	79	2185	18	-			-8	-12	-28
30	67	2157	18	-			4	-17	4
34	50	2161	18	-			4	-23	-33
38	27	2128	18	-			-5	-13	15
33	14	2143	18	-			-6	-23	-14
27	-9	2129	18	-			5	17	5
32	8	2134	18	-			18	7	-3
50	15	2131	18	-			3	16	22
53	31	2153	18	-			1	19	-6
54	50	2147	18	-			-2	10	-11
52	60	2136	18	-			272	-101	-2428
324	-41	-292	18	-			-5903	2800	-3571
-5579	2759	-3863	18	-			5720	-2835	6916
141	-76	3053	18	-			785	-87	-1504
926	-163	1549	18	-			-1527	9	1082
-601	-154	2631	18	-			619	306	-986
18	152	1645	18	-			232	644	-955
250	796	690	18	-			-456	413	-143
-206	1209	547	18	-			29	-529	216
-177	680	763	18	-			-62	-593	841
-239	87	1604	18	-			-33	-128	195
-272	-41	1799	18	-			-39	-6	87
-311	-47	1886	18	-			-10	-37	149
-321	-84	2035	18	-			3	1	157
-318	-83	2192	18	-			82	37	193
-236	-46	2385	18	-			186	69	131
-50	23	2516	18	-			165	52	107
115	75	2623	18	-			106	2	83
221	77	2706	18	-			113	-42	155
334	35	2861	18	-			54	-56	112
388	-21	2973	18	-			6	-35	55
394	-56	3028	18	-			62	-73	176
456	-129	3204	18	-			-105	115	-166
351	-14	3038	18	-			-116	-12	-71
235	-26	2967	18	-			-42	30	-51
193	4	2916	18	-			-86	-15	-91
107	-11	2825	18	-			-73	21	-76
34	10	2749	18	-			-30	-8	-52
4	2	2697	18	-			-33	2	-77
-29	4	2620	18	-			-22	1	-52
-51	5	2568	18	-			-31	-23	-99
-82	-18	2469	18	-			-8	-18	-82
-90	-36	2387	18	-			-9	6	-42
-99	-30	2345	18	-			-20	-11	-66
-119	-41	2279	18	-			-5	7	-68
-124	-34	2211	18	-			-6	-10	-40
-130	-44	2171	18	-			-7	23	-22
-137	-21	2149	18	-			-27	-9	-28
-164	-30	2121	18	-			-25	9	-22
-189	-21	2099	18	-			-12	-2	-48
-201	-23	2051	18	-			10	1	-25
-191	-22	2026	18	-			13	8	-26
-178	-14	2000	18	-			35	18	-14
-143	4	1986	18	-			0	16	-14
-143	20	1972	18	-			20	18	-11
-123	38	1961	18	-			4	0	-3
-119	38	1958	18	-			3	1	7
-116	39	1965	18	-			23	-3	-7
-93	36	1958	18	-			15	1	-2
-78	37	1956	18	-			10	4	33
-68	41	1989	18	-			7	6	-11
-61	47	1978	18	-			21	0	13
-40	47	1991	18	-			9	7	26
-31	54	2017	18	-			20	8	13
-11	62	2030	18	-			18	2	39
7	64	2069	18	-			-1	-6	-8
6	58	2061	18	-			5	-5	31
11	53	2092	18	-			19	-11	27
30	42	2119	18	-			19	10	14
49	52	2133	18	-			6	-8	21
55	44	2154	18	-			8	-14	5
63	30	2159	18	-			11	9	2
74	39	2161	18	-			17	-13	50
91	26	2211	18	-			1	-2	20
92	24	2231	18	-			-1	-16	5
91	8	2236	18	-			13	-2	26
104	6	2262	18	-			-5	12	18
99	18	2280	18	-			-7	11	5
92	29	2285	18	-			-9	26	24
83	55	2309	18	-			9	46	-18
92	101	2291	18	-			-16	23	25
76	124	2316	18	-			-22	35	-11
54	159	2305	18	-			-19	7	0
35	166	2305	18	-			-11	-5	-7
24	161	2298	18	-			-28	25	-4
-4	186	2294	18	-			-2	-14	-28
-6	172	2266	18	-			-23	7	-19
-29	179	2247	18	-			6	-3	-19
-23	176	2228	18	-			-5	6	-33
-28	182	2195	18	-			-6200	4944	-18972
-6228	5126	-16777	19	Z+			4882	-5213	23286
-1346	-87	6509	19	-			4729	-1066	-5298
3383	-1153	1211	19	-			-5075	1754	-1078
-1692	601	133	19	-			1222	-684	1631
-470	-83	1764	19	-			275	530	-1161
-195	447	603	19	-			48	331	-266
-147	778	337	19	-			-90	-242	442
-237	536	779	19	-			-69	-584	538
-306	-48	1317	19	-			76	-258	385
-230	-306	1702	19	-			29	-64	229
-201	-370	1931	19	-			25	81	206
-176	-289	2137	19	-			100	83	253
-76	-206	2390	19	-			138	118	232
62	-88	2622	19	-			94	119	112
156	31	2734	19	-			139	120	183
295	151	2917	19	-			680	-112	371
975	39	3288	19	-			-608	230	-123
367	269	3165	19	-			-113	59	14
254	328	3179	19	-			32	-42	89
286	286	3268	19	-			-16	7	-40
270	293	3228	19	-			4	-63	-140
274	230	3088	19	-			-46	-12	-31
228	218	3057	19	-			-53	-43	-117
175	175	2940	19	-			-54	-20	-80
121	155	2860	19	-			-65	-18	-124
56	137	2736	19	-			-30	-35	-60
26	102	2676	19	-			-53	-60	-97
-27	42	2579	19	-			-41	-38	-98
-68	4	2481	19	-			-23	-57	-64
-91	-53	2417	19	-			-57	-5	-84
-148	-58	2333	19	-			-15	-19	-74
-163	-77	2259	19	-			-11	8	-42
-174	-69	2217	19	-			3	-4	-57
-171	-73	2160	19	-			-9	-1	-69
-180	-74	2091	19	-			-24	24	-51
-204	-50	2040	19	-			-8	14	-42
-212	-36	1998	19	-			-4	17	-19
-216	-19	1979	19	-			-3	28	-16
-219	9	1963	19	-			11	13	2
-208	22	1965	19	-			18	43	-18
-190	65	1947	19	-			9	39	-7
-181	104	1940	19	-			9	17	1
-172	121	1941	19	-			36	23	-4
-136	144	1937	19	-			14	-15	-9
-122	129	1928	19	-			7	-1	31
-115	128	1959	19	-			36	-1	0
-79	127	1959	19	-			-8	-10	14
-87	117	1973	19	-			8	-23	11
-79	94	1984	19	-			32	-5	36
-47	89	2020	19	-			21	-4	1
-26	85	2021	19	-			27	-11	16
1	74	2037	19	-			20	10	18
21	84	2055	19	-			-10	0	10
11	84	2065	19	-			19	1	25
30	85	2090	19	-			9	4	36
39	89	2126	19	-			16	-3	-13
55	86	2113	19	-			3	-10	31
58	76	2144	19	-			23	-18	26
81	58	2170	19	-			7	-14	29
88	44	2199	19	-			7	9	22
95	53	2221	19	-			8	2	6
103	55	2227	19	-			1	16	32
104	71	2259	19	-			9	32	17
113	103	2276	19	-			6	21	11
119	124	2287	19	-			-14	23	14
105	147	2301	19	-			9	13	28
114	160	2329	19	-			-18	19	-4
96	179	2325	19	-			-8	7	5
88	186	2330	19	-			-27	-3	-1
61	183	2329	19	-			-2	8	0
59	191	2329	19	-			-9	1	-23
50	192	2306	19	-			-26	-11	-15
24	181	2291	19	-			-20	-20	-17
4	161	2274	19	-			-7	-16	-16
-3	145	2258	19	-			595	-129	-6446
592	16	-4188	19	-			3357	-1618	9857
3949	-1602	5669	19	-			-6369	2148	-746
-2420	546	4923	19	-			459	154	-4571
-1961	700	352	19	-			862	-1129	2104
-1099	-429	2456	19	-			1050	605	-2013
-49	176	443	19	-			-201	619	-92
-250	795	351	19	-			-88	120	58
-338	915	409	19	-			-32	-694	461
-370	221	870	19	-			-8	-512	615
-378	-291	1485	19	-			24	-88	220
-354	-379	1705	19	-			43	-52	208
-311	-431	1913	19	-			49	89	181
-262	-342	2094	19	-			124	141	173
-138	-201	2267	19	-			103	100	117
-35	-101	2384	19	-			174	110	190
139	9	2574	19	-			108	28	209
247	37	2783	19	-			82	52	143
329	89	2926	19	-			48	-17	128
377	72	3054	19	-			103	-5	135
480	67	3189	19	-			-267	102	-150
213	169	3039	19	-			6	6	90
219	175	3129	19	-			7	-9	98
226	166	3227	19	-			-59	58	-64
167	224	3163	19	-			-73	-32	-94
94	192	3069	19	-			-31	-43	-36
63	149	3033	19	-			-46	-35	-104
17	114	2929	19	-			-38	-22	-102
-21	92	2827	19	-			-45	-26	-110
-66	66	2717	19	-			-22	-33	-96
-88	33	2621	19	-			-24	-32	-98
-112	1	2523	19	-			-35	-33	-87
-147	-32	2436	19	-			-25	-16	-53
-172	-48	2383	19	-			-13	-13	-74
-185	-61	2309	19	-			-11	-14	-50
-196	-75	2259	19	-			1	-8	-64
-195	-83	2195	19	-			-3	0	-44
-198	-83	2151	19	-			-10	12	-47
-208	-71	2104	19	-			-20	43	-46
-228	-28	2058	19	-			-4	19	-21
-232	-9	2037	19	-			-7	28	-50
-239	19	1987	19	-			3	52	-17
-236	71	1970	19	-			8	16	-13
-228	87	1957	19	-			10	38	-23
-218	125	1934	19	-			13	31	-10
-205	156	1924	19	-			29	16	-21
-176	172	1903	19	-			0	0	4
-176	172	1907	19	-			26	4	-5
-150	176	1902	19	-			24	10	5
-126	186	1907	19	-			25	8	-7
-101	194	1900	19	-			16	-21	12
-85	173	1912	19	-			28	-11	7
-57	162	1919	19	-			11	-17	38
-46	145	1957	19	-			28	-7	15
-18	138	1972	19	-			7	7	33
-11	145	2005	19	-			-4	-21	23
-15	124	2028	19	-			33	-19	30
18	105	2058	19	-			23	12	43
41	117	2101	19	-			-9	13	18
32	130	2119	19	-			28	24	3
60	154	2122	19	-			19	-11	46
79	143	2168	19	-			14	17	5
93	160	2173	19	-			-14	17	34
79	177	2207	19	-			14	26	27
93	203	2234	19	-			-21	15	14
72	218	2248	19	-			5	14	-7
77	232	2241	19	-			-23	12	5
54	244	2246	19	-			-2	-10	13
52	234	2259	19	-			-15	-19	-14
37	215	2245	19	-			-24	7	-29
13	222	2216	19	-			-8	-7	4
5	215	2220	19	-			-16	-12	-9
-11	203	2211	19	-			5	-20	-30
-6	183	2181	19	-			-22	-18	-10
-28	165	2171	19	-			-3	-23	-39
-31	142	2132	19	-			3	-25	15
-28	117	2147	19	-			356	-182	-3304
328	-65	-1157	19	-			-79	-554	3322
249	-619	2165	19	-			-224	568	267
25	-51	2432	19	-			-1518	872	-2091
-1493	821	341	19	-			246	-899	1132
-1247	-78	1473	19	-			1051	380	-1472
-196	302	1	19	-			-229	324	457
-425	626	458	19	-			18	91	-339
-407	717	119	19	-			-59	-577	658
-466	140	777	19	-			78	-413	647
-388	-273	1424	19	-			105	-124	199
-283	-397	1623	19	-			59	3	305
-224	-394	1928	19	-			61	6	221
-163	-388	2149	19	-			117	169	279
-46	-219	2428	19	-			100	108	169
54	-111	2597	19	-			144	166	236
198	55	2833	19	-			132	29	163
330	84	2996	19	-			71	68	252
401	152	3248	19	-			133	-46	125
534	106	3373	19	-			-309	187	-109
225	293	3264	19	-			66	-46	288
291	247	3552	19	-			-89	43	-75
202	290	3477	19	-			26	1	-28
228	291	3449	19	-			21	-11	-161
249	280	3288	19	-			-58	-27	-63
191	253	3225	19	-			-55	-42	-108
136	211	3117	19	-			-34	-27	-74
102	184	3043	19	-			-59	-47	-109
43	137	2934	19	-			-71	-39	-116
-28	98	2818	19	-			-67	-41	-136
-95	57	2682	19	-			-35	-11	-71
-130	46	2611	19	-			-47	-59	-112
-177	-13	2499	19	-			-39	-8	-91
-216	-21	2408	19	-			-9	-20	-59
-225	-41	2349	19	-			-22	19	-103
-247	-22	2246	19	-			-48	-37	-62
-295	-59	2184	19	-			-37	-15	-74
-332	-74	2110	19	-			-10	11	-34
-342	-63	2076	19	-			10	14	-75
-332	-49	2001	19	-			-1	0	-46
-333	-49	1955	19	-			22	33	-33
-311	-16	1922	19	-			5	6	-37
-306	-10	1885	19	-			30	12	-30
-276	2	1855	19	-			36	37	-10
-240	39	1845	19	-			25	30	-10
-215	69	1835	19	-			21	29	-4
-194	98	1831	19	-			27	2	2
-167	100	1833	19	-			5	9	33
-162	109	1866	19	-			16	-7	27
-146	102	1893	19	-			6	13	24
-140	115	1917	19	-			24	-4	54
-116	111	1971	19	-			14	18	19
-102	129	1990	19	-			13	9	36
-89	138	2026	19	-			28	33	50
-61	171	2076	19	-			31	36	31
-30	207	2107	19	-			4	6	12
-26	213	2119	19	-			33	12	36
7	225	2155	19	-			28	11	30
35	236	2185	19	-			10	18	48
45	254	2233	19	-			12	1	-8
57	255	2225	19	-			0	26	21
57	281	2246	19	-			-9	-9	28
48	272	2274	19	-			4	16	21
52	288	2295	19	-			12	14	2
64	302	2297	19	-			-11	-9	-15
53	293	2282	19	-			-4	-16	14
49	277	2296	19	-			-24	9	-3
25	286	2293	19	-			2	-9	-6
27	277	2287	19	-			-21	-10	-18
6	267	2269	19	-			-3	-10	-25
3	257	2244	19	-			-40	-13	0
-37	244	2244	19	-			-11	-15	-54
-48	229	2190	19	-			-25	-27	-24
-73	202	2166	19	-			-13	-25	-42
-86	177	2124	19	-			-3	-34	-72
-89	143	2052	19	-			-7288	4398	-15562
-7377	4541	-13510	20	X+			4881	-4269	18465
-2496	272	4955	20	-			5080	-1012	-3669
2584	-740	1286	20	-			-4402	787	-517
-1818	47	769	20	-			1552	48	318
-266	95	1087	20	-			25	708	-676
-241	803	411	20	-			-139	119	2
-380	922	413	20	-			18	-448	170
-362	474	583	20	-			-55	-549	703
-417	-75	1286	20	-			45	-171	311
-372	-246	1597	20	-			86	-19	287
-286	-265	1884	20	-			47	39	166
-239	-226	2050	20	-			52	71	236
-187	-155	2286	20	-			113	97	113
-74	-58	2399	20	-			180	92	135
106	34	2534	20	-			98	105	250
204	139	2784	20	-			94	-15	155
298	124	2939	20	-			797	-188	437
1095	-64	3376	20	-			-680	174	-264
415	110	3112	20	-			-44	44	122
371	154	3234	20	-			-64	-10	-73
307	144	3161	20	-			-27	16	-29
280	160	3132	20	-			-81	-17	-90
199	143	3042	20	-			-89	-6	-87
110	137	2955	20	-			-66	-9	-86
44	128	2869	20	-			-40	-32	-71
4	96	2798	20	-			-23	8	-115
-19	104	2683	20	-			-57	-58	-67
-76	46	2616	20	-			-28	-11	-84
-104	35	2532	20	-			-36	-18	-89
-140	17	2443	20	-			-41	-37	-107
-181	-20	2336	20	-			-33	-28	-81
-214	-48	2255	20	-			13	7	-40
-201	-41	2215	20	-			9	-58	-51
-192	-99	2164	20	-			-16	0	-57
-208	-99	2107	20	-			-14	-18	-32
-222	-117	2075	20	-			-10	28	-43
-232	-89	2032	20	-			-5	1	-53
-237	-88	1979	20	-			-2	48	-26
-239	-40	1953	20	-			-19	12	-7
-258	-28	1946	20	-			-6	23	-24
-264	-5	1922	20	-			39	10	1
-225	5	1923	20	-			8	35	-10
-217	40	1913	20	-			-6	20	-2
-223	60	1911	20	-			32	14	-12
-191	74	1899	20	-			28	20	-4
-163	94	1895	20	-			17	-5	37
-146	89	1932	20	-			9	3	-2
-137	92	1930	20	-			28	-6	23
-109	86	1953	20	-			4	-27	32
-105	59	1985	20	-			24	10	12
-81	69	1997	20	-			23	1	38
-58	70	2035	20	-			27	-13	21
-31	57	2056	20	-			19	13	25
-12	70	2081	20	-			18	-4	9
6	66	2090	20	-			15	-9	28
21	57	2118	20	-			13	12	51
34	69	2169	20	-			24	-4	29
58	65	2198	20	-			3	-1	31
61	64	2229	20	-			15	16	18
76	80	2247	20	-			-1	6	17
75	86	2264	20	-			11	6	27
86	92	2291	20	-			0	22	0
86	114	2291	20	-			-10	40	22
76	154	2313	20	-			-21	17	-2
55	171	2311	20	-			4	12	-5
59	183	2306	20	-			-28	40	-6
31	223	2300	20	-			-18	6	0
13	229	2300	20	-			-14	7	-40
-1	236	2260	20	-			-19	-14	-29
-20	222	2231	20	-			-20	-7	-31
-40	215	2200	20	-			0	-10	-52
-40	205	2148	20	-			-13	-5	-14
-53	200	2134	20	-			-28	-22	-24
-81	178	2110	20	-			-13	-29	-35
-94	149	2075	20	-			685	127	-8766
591	276	-6691	21	Z+			3320	-2977	11387
3911	-2701	4696	21	-			-664	1362	-3629
3247	-1339	1067	21	-			-5258	2253	-731
-2011	914	336	21	-			1508	-1008	2529
-503	-94	2865	21	-			413	525	-2845
-90	431	20	21	-			-243	400	381
-333	831	401	21	-			67	-69	-359
-266	762	42	21	-			-91	-479	653
-357	283	695	21	-			-47	-524	705
-404	-241	1400	21	-			70	-224	340
-334	-465	1740	21	-			54	131	205
-280	-334	1945	21	-			47	70	137
-233	-264	2082	21	-			125	222	270
-108	-42	2352	21	-			177	142	249
69	100	2601	21	-			141	68	185
210	168	2786	21	-			102	40	145
312	208	2931	21	-			73	23	178
385	231	3109	21	-			64	-15	195
449	216	3304	21	-			379	-182	312
828	34	3616	21	-			-684	311	-280
144	345	3336	21	-			101	-73	160
245	272	3496	21	-			-86	10	-110
159	282	3386	21	-			-39	-165	106
120	117	3492	21	-			-34	73	-293
86	190	3199	21	-			21	-112	-32
107	78	3167	21	-			-28	-23	-147
79	55	3020	21	-			-98	-60	-79
-19	-5	2941	21	-			-55	-23	-76
-74	-28	2865	21	-			-75	-52	-110
-149	-80	2755	21	-			-51	-9	-124
-200	-89	2631	21	-			-38	-6	-92
-238	-95	2539	21	-			-41	18	-97
-279	-77	2442	21	-			-15	-1	-89
-294	-78	2353	21	-			-12	9	-64
-306	-69	2289	21	-			-21	11	-69
-327	-58	2220	21	-			-26	-5	-88
-353	-63	2132	21	-			-14	28	-53
-367	-35	2079	21	-			-8	14	-34
-375	-21	2045	21	-			10	45	-63
-365	24	1982	21	-			19	8	-9
-346	32	1973	21	-			4	0	-17
-342	32	1956	21	-			28	57	-23
-314	89	1933	21	-			40	40	-16
-274	129	1917	21	-			24	15	-10
-250	144	1907	21	-			27	5	-5
-223	149	1902	21	-			24	12	13
-199	161	1915	21	-			19	5	4
-180	166	1919	21	-			16	-16	39
-164	150	1958	21	-			9	8	39
-155	158	1997	21	-			19	-12	33
-136	146	2030	21	-			24	21	43
-112	167	2073	21	-			27	5	10
-85	172	2083	21	-			26	-11	53
-59	161	2136	21	-			26	11	6
-33	172	2142	21	-			19	-6	45
-14	166	2187	21	-			7	2	41
-7	168	2228	21	-			22	15	16
15	183	2244	21	-			8	7	31
23	190	2275	21	-			15	15	12
38	205	2287	21	-			1	39	30
39	244	2317	21	-			-4	26	18
35	270	2335	21	-			7	18	12
42	288	2347	21	-			-20	30	-13
22	318	2334	21	-			-13	0	11
9	318	2345	21	-			4	-6	-21
13	312	2324	21	-			-17	19	2
-4	331	2326	21	-			-10	-10	-12
-14	321	2314	21	-			-19	0	-12
-33	321	2302	21	-			-26	-26	-50
-59	295	2252	21	-			-32	-20	-11
-91	275	2241	21	-			-1	4	-34
-92	279	2207	21	-			-17	-29	-34
-109	250	2173	21	-			-33	-18	-42
-142	232	2131	21	-			408	-118	-8565
266	114	-6434	22	Z+			-5729	2755	624
-5463	2869	-5810	22	-			3582	-2823	9538
-1881	46	3728	22	-			-840	532	-3793
-2721	578	-65	22	-			2019	-1099	3358
-702	-521	3293	22	-			569	659	-2124
-133	138	1169	22	-			83	719	-969
-50	857	200	22	-			-233	-3	21
-283	854	221	22	-			-116	-601	542
-399	253	763	22	-			-16	-366	427
-415	-113	1190	22	-			11	-235	421
-404	-348	1611	22	-			76	-12	177
-328	-360	1788	22	-			71	139	113
-257	-221	1901	22	-			61	72	111
-196	-149	2012	22	-			148	145	177
-48	-4	2189	22	-			109	59	192
61	55	2381	22	-			79	40	119
